4004040128041,宜兴紫砂1#工艺壶              ,NULL,,,个      ,,0.0000,0.0000,2017-07-10 16:56:44,,0,None,None
4004046738046,宜兴紫砂小牛                  ,NULL,,,个      ,,0.0000,0.0000,2017-07-10 16:56:44,,0,None,None
4008066090764,高白吊匙                      ,NULL,,,个      ,,0.0000,0.0000,2017-07-10 16:56:44,,0,None,None
4018091070440,富士百合花三号光口汤窝        ,NULL,,,个      ,,0.0000,0.0000,2017-07-10 16:56:44,,0,None,None
047400197107,吉列锋速3突破纳米超薄3层刀片（一刀架2刀头）,1刀架2刀头,吉列锋,上海,个,,1,80,2017-07-10 19:09:09,None,None,None,None
0578138520,胶水,None,None,None,None,,1,12,2017-07-10 19:09:09,None,None,None,None
0691204010001,世家兰朵-醇香咖啡豆,1kg*6包,自有,,克,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010002,雀巢全脂牛奶,1L*12,自有,,毫升,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010003,1883果露蓝橘味糖浆,1L*6,自有,,毫升,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010004,1883果露焦糖味糖浆,1L*6,自有,,毫升,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010005,1883果露墨西多味糖浆,1L*6,自有,,毫升,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010007,1883果露草莓味糖浆,1L*6,自有,,毫升,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010009,1883果露香草味糖浆,1L*6,自有,,毫升,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010010,吉尔德利黑巧克力酱,2.47kg*6,吉尔德利,,克,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010012,吉尔德利巧克力冰沙粉,1.3kg*6,吉尔德利,,克,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010013,吉尔德利白巧克力冰沙粉,1.3kg*6,吉尔德利,,克,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010015,安德鲁椰子条酱,1kg*8,安德鲁,,包,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010016,安德鲁荔枝芦荟条酱,1kg*8,安德鲁,,包,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010019,安德鲁芒果条酱,1kg*8,安德鲁,,包,,1,1,2017-07-10 19:09:09,None,None,None,None
0691204010021,安德鲁草莓条酱,1kg*8,安德鲁,,包,,1,1,2017-07-10 19:09:09,None,None,None,None
071603103795,TRIM耳挖勺EWR,1个,TRIM,北京,个,,1,19,2017-07-10 19:09:09,None,None,None,None
071603103818,TRIM迷你睫毛夹3-9B,1个,TRIM,北京,个,,1,15,2017-07-10 19:09:09,None,None,None,None
071603410008,TRIM指甲刀4-100B,1个,TRIM,北京,个,,1,19,2017-07-10 19:09:09,None,None,None,None
071603529007,TRIM斜口眉夹5-29B,1个,TRIM,北京,个,,1,15,2017-07-10 19:09:09,None,None,None,None
074570002023,哈根达斯香草味冰淇淋81g,81g,哈根达斯,法国,杯,,1,33,2017-07-10 19:09:09,None,None,None,None
074570022021,哈根达斯草莓味冰淇淋81g,81g,哈根达斯,法国,杯,,1,33,2017-07-10 19:09:09,None,None,None,None
077330170116,丹麦蓝罐牛油曲奇90g袋,90g,丹麦蓝罐,,袋,,1,11.5,2017-07-10 19:09:09,None,None,None,None
078907450396,爱莎萝辣沙拉味玉米片85g,85g,爱莎萝,,袋,,1,3.8,2017-07-10 19:09:09,None,None,None,None
078907450679,爱莎萝芝士墨西哥辣椒味玉米片85g,85g,爱莎萝,,袋,,1,6,2017-07-10 19:09:09,None,None,None,None
08000500042793,费列罗t8,100g,费列罗,,盒,,1,45,2017-07-10 19:09:09,None,None,None,None
082184090473,杰克丹尼威士忌700ml,700ml,杰克丹尼,进口,瓶,,1,268,2017-07-10 19:09:09,None,None,None,None
